id,primary_name,count_current_type,deposits_funders_current,funders_current_type
78,Elsevier BV,379807,TRUE,0
1086,American Association for Cancer Research (AACR),316211,TRUE,0
246,Cold Spring Harbor Laboratory,132099,TRUE,0.02616976661443311
297,Springer Science and Business Media LLC,107076,TRUE,0.01373790578654414
3145,Copernicus GmbH,79361,TRUE,0.09880167840627008
8761,Research Square Platform LLC,70428,FALSE,0
1968,MDPI AG,63320,TRUE,0
15934,Center for Open Science,56701,FALSE,0
9829,"Authorea, Inc.",35498,FALSE,0
316,American Chemical Society (ACS),21410,TRUE,0.3661373190098085
263,Institute of Electrical and Electronics Engineers (IEEE),13773,TRUE,0
18300,Ryerson University Library and Archives,12444,FALSE,0
1010,JMIR Publications Inc.,12312,FALSE,0
37393,Staatliche Kunstsammlungen Dresden,9499,FALSE,0
4374,"eLife Sciences Publications, Ltd",7611,TRUE,1.313887793982394e-4
31795,Front Matter,7152,TRUE,0.001258389261744966
22980,Morressier GmbH,4685,FALSE,0
8674,Universitas Muhammadiyah Sidoarjo,4551,TRUE,0
17262,Qeios Ltd,4124,FALSE,0
285,Optica Publishing Group,3882,TRUE,0
29705,California Digital Library (CDL),3779,FALSE,0
7078,"ZappyLab, Inc.",2642,FALSE,0
257,Geological Society of America,2631,FALSE,0
56,Cambridge University Press (CUP),2080,TRUE,0.05240384615384615
1167,American Diabetes Association,1991,TRUE,0
530,FapUNIFESP (SciELO),1789,TRUE,0
30676,Cassyni,1562,TRUE,0.2503201024327785
33966,Open Engineering Inc,1463,FALSE,0
37285,Polygence,1418,FALSE,0
5403,ScienceOpen,1187,TRUE,0.08593091828138164
345,Microbiology Society,1117,TRUE,0.4637421665174575
861,Society of Petroleum Engineers (SPE),1079,FALSE,0
242,CABI Publishing,1074,TRUE,9.31098696461825e-4
311,Wiley,1052,TRUE,0
179,SAGE Publications,1024,TRUE,0
26239,Applied Energy Innovation Institute (AEii),862,FALSE,0
11875,Even3,696,FALSE,0
12730,Karolinska Institutet,656,FALSE,0
25732,Universitatsbibliothek Bamberg,624,TRUE,0
10196,NPG Publishing,597,FALSE,0
5801,The Hong Kong University of Science and Technology Library,511,FALSE,0
2258,Pensoft Publishers,472,TRUE,0
31336,Fund Science and Culture Support Centre,426,FALSE,0
9794,Society for Artistic Research,408,FALSE,0
18353,Dominican University of California,362,FALSE,0
237,The Company of Biologists,309,TRUE,0
14217,"Colorado College, Tutt Library",269,FALSE,0
28200,"Society for Transparency, Openness, and Replication in Kinesiology",266,FALSE,0
8634,Russian Research Anti-Plague Institute Microbe,253,FALSE,0
7822,Test accounts,252,TRUE,0
7980,University of Southern Mississippi,236,FALSE,0
48802,Earthquake Insights,206,FALSE,0
3180,Amsterdam University Press,204,TRUE,0
22755,University of the Free State,198,FALSE,0
19448,Cifra Ltd - Russian Agency for Digital Standardization (RADS),189,FALSE,0
14,American Mathematical Society (AMS),180,TRUE,0.5888888888888889
2086,Beilstein Institut,177,TRUE,0
2560,F1000 Research Ltd,161,TRUE,1
9621,PubPub,155,FALSE,0
48409,Paideia Studio (publications),142,FALSE,0
13290,University Goettingen,109,FALSE,0
14073,University of Missouri Libraries,100,FALSE,0
8607,Federal Reserve Bank of Minneapolis,93,FALSE,0
10490,"Institute of Marine Engineering, Science and Technology (IMarEST)",87,FALSE,0
49317,DeSci Labs AG,86,FALSE,0
7524,Wageningen University and Research,84,FALSE,0
10286,Crossref,82,FALSE,0
5433,UCL Press,65,TRUE,0.2461538461538462
34139,Deep Science,65,FALSE,0
4043,EMBL-EBI,63,FALSE,0
5183,American Society of Agricultural and Biological Engineers (ASABE),61,TRUE,0
4923,Open Book Publishers,58,TRUE,0
11508,"James P. Adams Library, Rhode Island College",55,FALSE,0
11293,The Royal Society of Tasmania,51,FALSE,0
77,The Electrochemical Society,49,TRUE,0
10792,UNISA Press,49,TRUE,0.06122448979591837
22141,CALNESTOR Knowledge Solutions Private Limited,49,FALSE,0
276,Ovid Technologies (Wolters Kluwer Health),40,TRUE,0
27360,rScroll,38,FALSE,0
19348,Instituto Nacional de Salud - Direccion de Vigilancia y Analisis del Riesgo en Salud Publica,37,FALSE,0
2184,"Wolfram Research, Inc.",35,FALSE,0
7597,Brepols Publishers NV,35,FALSE,0
48891,Sunrise International Education Inc.,35,FALSE,0
11224,Victoria University of Wellington Library,34,FALSE,0
50417,"Institute of Mining, Ural Branch of the Russian Academy of Sciences",32,FALSE,0
2796,SAE International,30,FALSE,0
3774,IntechOpen,29,FALSE,0
7608,Universidad San Francisco De Quito,28,FALSE,0
8410,OAE Publishing Inc.,28,TRUE,0
8901,AIJR Publisher,25,TRUE,0
30474,North Carolina State University,24,FALSE,0
33,ASME International,23,TRUE,0
38766,The Institute of Reflective Investigations & Specialization,23,FALSE,0
35667,"University of Denver, University Libraries",22,FALSE,0
37050,NDT.net GmbH & Co. KG,20,FALSE,0
48263,"Center for Scientific Research and Development in Higher Education Institutes, Ministry of Education",20,FALSE,0
6672,The University of Kansas,19,TRUE,1
2986,University of South Florida Libraries,16,FALSE,0
50945,CarbonPlan,16,FALSE,0
3748,Purdue University Press,15,FALSE,0
39174,Science Colab,14,FALSE,0
27081,Professionals On Line SAC,13,FALSE,0
